OBJECTID,CALL,LICENSEE,ULS_ID,Shape__Area,Shape__Length
826,KNKN425,"NEW CINGULAR WIRELESS PCS, LLC",12023,37500147702,873042.873
827,KNKN426,"NEW CINGULAR WIRELESS PCS, LLC",11844,52745837427,1357952.893
828,KNKN427,WWC TEXAS RSA LP,12576,36131026616,1228829.305
829,KNKN428,"TXCOMPANY10 LICENSEE CO., LLC",13274,38813891981,784650.6913
830,KNKN429,"NEW CINGULAR WIRELESS PCS, LLC",12966,82204412144,1843736.911
831,KNKN430,"NEW CINGULAR WIRELESS PCS, LLC",11793,55969335743,1460083.788
832,KNKN431,"NEW CINGULAR WIRELESS PCS, LLC",11798,1.02933E+11,2231626.616
833,KNKN432,"NEW CINGULAR WIRELESS PCS, LLC",11797,29841040076,1462571.114
834,KNKN433,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER MISSOURI, LLC",12604,17225335673,633053.3058
835,KNKN434,"ALLTEL COMMUNICATIONS, LLC",13292,25124824547,701532.6804
836,KNKN435,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",13270,22812692838,666888.5139
837,KNKN436,"NEW CINGULAR WIRELESS PCS, LLC",11920,13404683601,476199.9283
838,KNKN437,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",13152,23190955733,614198.5589
839,KNKN438,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",13163,17753149906,567706.7911
840,KNKN439,"UNITED STATES CELLULAR OPERATING COMPANY OF CENTRAL ILLINOIS, LLC",12646,33425637759,802987.0439
841,KNKN440,"NEW CINGULAR WIRELESS PCS, LLC",13298,18383966761,538716.1933
842,KNKN441,ALLIED WIRELESS COMMUNICATIONS CORPORATION,13322,44280054661,1407455.362
843,KNKN442,"ALLTEL COMMUNICATIONS, LLC",11731,7650210730,364108.6931
844,KNKN443,WWC LICENSE LLC,12053,18550879274,565035.7678
845,KNKN444,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",12548,55897105535,1008120.816
846,KNKN445,"NEW CINGULAR WIRELESS PCS, LLC",13399,21195952213,640004.0244
847,KNKN446,"NEW CINGULAR WIRELESS PCS, LLC",13404,20601545994,856102.5923
848,KNKN447,"NEW CINGULAR WIRELESS PCS, LLC",13086,91490547440,1350916.71
849,KNKN448,"NEW CINGULAR WIRELESS PCS, LLC",11796,22325628332,928139.6474
850,KNKN449,"NEW CINGULAR WIRELESS PCS, LLC",12643,35230979824,862389.7122
851,KNKN450,"NEW CINGULAR WIRELESS PCS, LLC",12377,30997230207,716191.1159
852,KNKN451,"NEW CINGULAR WIRELESS PCS, LLC",13244,33428846065,1125296.332
853,KNKN452,"NEW CINGULAR WIRELESS PCS, LLC",12635,36156751022,1008759.723
854,KNKN453,"NEW CINGULAR WIRELESS PCS, LLC",12407,73293715771,1660759.239
855,KNKN454,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER MISSOURI, LLC",12223,23630017019,781637.2228
856,KNKN455,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",12145,7365235115,471952.5921
857,KNKN456,"NEW CINGULAR WIRELESS PCS, LLC",12675,74254863106,1513511.048
858,KNKN457,"NEW CINGULAR WIRELESS PCS, LLC",12442,50064196503,1105463.776
859,KNKN458,WWC TEXAS RSA LP,12119,41998962125,1250305.269
860,KNKN459,WISCONSIN RSA 8 LP,12671,43978987270,980246.5713
861,KNKN460,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",11898,26089825313,675794.517
862,KNKN461,AT&T MOBILITY WIRELESS OPERATIONS HOLDINGS INC.,12160,1.05916E+11,1923532.93
863,KNKN462,"NEW CINGULAR WIRELESS PCS, LLC",11845,10640972918,429305.8404
864,KNKN463,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",13402,43038985046,1003616.765
865,KNKN464,WWC TEXAS RSA LP,12676,40050783804,1192844.72
866,KNKN465,"NEW CINGULAR WIRELESS PCS, LLC",12630,49560094547,944219.373
867,KNKN466,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER MISSOURI, LLC",12436,15219599433,562087.3981
868,KNKN467,WWC TEXAS RSA LP,12725,53202043513,1120940.349
869,KNKN468,"NEW CINGULAR WIRELESS PCS, LLC",12984,22513311889,817089.2738
870,KNKN469,"NEW CINGULAR WIRELESS PCS, LLC",13383,42921563005,1617335.128
871,KNKN470,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER NORTH CAROLINA, LLC",12807,14268300678,475379.5576
872,KNKN471,WWC LICENSE LLC,12724,39577188273,932434.2768
873,KNKN472,"ALLTEL COMMUNICATIONS, LLC",12810,21910489431,896768.0844
874,KNKN473,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER NORTH CAROLINA, LLC",13146,13227830521,434886.6323
875,KNKN474,"CALIFORNIA RURAL SERVICE AREA 1, INC.",12958,49508324981,1296390.871
876,KNKN475,"NEW CINGULAR WIRELESS PCS, LLC",13182,25448256400,716481.1842
877,KNKN476,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",11897,33891391171,1530720.323
878,KNKN477,CELLCO PARTNERSHIP,12560,32541341885,818978.0532
879,KNKN478,"CENTRAL LOUISIANA LICENSE CO., LLC",13370,23087936769,668784.3907
880,KNKN479,"NEW CINGULAR WIRELESS PCS, LLC",12394,27406973576,644399.2913
881,KNKN480,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",11896,26159426492,685120.3686
882,KNKN481,BADLANDS CELLULAR OF NORTH DAKOTA LP,13210,1.37833E+11,2251080.644
883,KNKN482,"MIDWEST WIRELESS COMMUNICATIONS, LLC",12149,40163996937,1056509.242
884,KNKN483,GOLD CREEK CELLULAR OF MONTANA LP,13178,34502518410,759373.638
885,KNKN484,GOLD CREEK CELLULAR OF MONTANA LP,13177,72708524659,2140650.334
886,KNKN485,WISCONSIN RSA 2 PARTNERSHIP,13352,67714469871,1232507.113
887,KNKN486,"PUERTO RICO TELEPHONE COMPANY, INC.",12173,1758932537,148843.372
888,KNKN487,MISSOURI RSA 5 PARTNERSHIP,11661,20838454905,626684.5615
889,KNKN488,GTE MOBILNET OF INDIANA RSA 6 LP,13289,17429571543,570861.6987
890,KNKN489,WASHINGTON RSA 8 LP,13131,48396625262,1033639.687
891,KNKN490,"CELLULAR, INC. FINANCIAL CORPORATION",13267,53746550963,859473.6542
892,KNKN491,"CELLULAR, INC. FINANCIAL CORPORATION",13306,82183782338,1106369.125
893,KNKN492,IOWA RSA 2 LP,13093,23826215179,650299.5653
894,KNKN493,"ALLTEL COMMUNICATIONS, LLC",12108,29320479034,796837.6709
895,KNKN494,GTE MOBILNET OF TEXAS RSA 17 LP,12396,53044021607,1224066.143
896,KNKN495,"ALLTEL COMMUNICATIONS, LLC",12395,21308643239,588604.7073
897,KNKN496,"NEW CINGULAR WIRELESS PCS, LLC",12222,34946786207,847345.4041
898,KNKN497,"NEW CINGULAR WIRELESS PCS, LLC",12937,22711241145,608699.1566
899,KNKN498,GILA RIVER CELLULAR GENERAL PARTNERSHIP,12757,50886514875,1111126.591
900,KNKN499,ACADIANA CELLULAR GENERAL PARTNERSHIP,12190,12209089320,457547.6759
901,KNKN500,LAFAYETTE MSA LP,13186,7454158362,346523.4554
902,KNKN501,"ALLTEL COMMUNICATIONS, LLC",12036,29593388685,671935.433
903,KNKN502,ALLTEL CENTRAL ARKANSAS CELLULAR LP,11752,26251875667,755138.4614
904,KNKN503,MISSOURI RSA 2 LP,11685,17141544403,554700.3843
905,KNKN504,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12137,49574960822,945512.7737
906,KNKN505,"PUERTO RICO TELEPHONE COMPANY, INC.",12181,4454529743,236874.8176
907,KNKN506,ALLIED WIRELESS COMMUNICATIONS CORPORATION,12790,26566368168,751821.6683
908,KNKN507,WISCONSIN RSA 1 LP,13357,29924711207,688872.936
909,KNKN508,"NEW CINGULAR WIRELESS PCS, LLC",11775,20098474723,637095.3975
910,KNKN509,"NEW CINGULAR WIRELESS PCS, LLC",12773,24462254187,657166.2626
911,KNKN510,"NEW CINGULAR WIRELESS PCS, LLC",11889,42565590119,1080986.388
912,KNKN511,"NEW CINGULAR WIRELESS PCS, LLC",11846,34715704224,846404.8464
913,KNKN512,"NEW CINGULAR WIRELESS PCS, LLC",13088,17767846733,512410.8934
914,KNKN513,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",12113,19922388183,557754.3342
915,KNKN514,"NEW CINGULAR WIRELESS PCS, LLC",13098,34360340148,946011.9318
916,KNKN515,WWC TEXAS RSA LP,12987,62014101364,1020199.171
917,KNKN516,"NEW CINGULAR WIRELESS PCS, LLC",11907,30337571705,939482.8339
918,KNKN517,AT&T MOBILITY PUERTO RICO INC.,11655,5614449275,291457.7597
919,KNKN518,"NEW CINGULAR WIRELESS PCS, LLC",13139,23768913072,1034982.973
920,KNKN519,CELLCO PARTNERSHIP,12799,16814421229,546124.9498
921,KNKN520,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",13401,34092921515,1473762.909
922,KNKN521,AT&T MOBILITY PUERTO RICO INC.,13120,2020052758,165051.8454
923,KNKN522,"NEW CINGULAR WIRELESS PCS, LLC",12369,40161868357,1044826.639
924,KNKN523,AT&T MOBILITY USVI INC.,13221,3771857605,226017.8699
925,KNKN524,AT&T MOBILITY USVI INC.,13265,4366632964,249196.967
926,KNKN525,TEXAS RSA 19 LP,12737,66049793864,1469468.635
927,KNKN526,VERIZON WIRELESS TENNESSEE PARTNERSHIP,13069,17375930136,531343.0687
928,KNKN527,NORTH DAKOTA RSA 3 LP,12597,98471741265,2106837.028
929,KNKN528,"CELLULAR, INC. FINANCIAL CORPORATION",13307,9332502627,363340.8494
930,KNKN529,"CELLULAR, INC. FINANCIAL CORPORATION",12666,63109681947,1535694.804
931,KNKN530,IOWA 8 COMPANY MONONA LP,12489,18804652003,560136.2656
932,KNKN531,GOLD CREEK CELLULAR OF MONTANA LP,13180,93775990289,1717708.03
933,KNKN532,"PUERTO RICO TELEPHONE COMPANY, INC.",12180,7627535087,371096.903
934,KNKN533,SOUTHERN INDIANA RSA LP,12397,32627010573,897229.906
935,KNKN534,"SAN ANTONIO MTA, L.P.",11981,8108046846,380162.0901
936,KNKN535,"ALLTEL COMMUNICATIONS, LLC",12446,31623592481,827075.0781
937,KNKN536,IOWA RSA 4 LP,12796,18882605730,638832.6266
938,KNKN537,TEXAS RSA 11B LP,12751,17309963457,588899.4518
939,KNKN538,CINGULAR WIRELESS OF TEXAS RSA 11 LP,12647,18902600427,538330.5937
940,KNKN539,VERIZON WIRELESS (VAW) LLC,11656,22715290155,779036.4779
941,KNKN540,CELLCO PARTNERSHIP,13387,12028669811,460653.8487
942,KNKN541,"WISCONSIN RSA 6 PARTNERSHIP, LLP",13358,34669791199,821353.6224
943,KNKN542,"ALLTEL COMMUNICATIONS, LLC",11919,45226239667,1013965.416
944,KNKN543,"ALLTEL COMMUNICATIONS, LLC",12562,40716242741,846701.9145
945,KNKN544,"NEW CINGULAR WIRELESS PCS, LLC",13407,46638504552,1265061.981
946,KNKN545,"NEW CINGULAR WIRELESS PCS, LLC",12365,8695482244,366692.0375
947,KNKN546,CELLCO PARTNERSHIP,12404,21295914995,757482.2707
948,KNKN547,VERIZON WIRELESS (VAW) LLC,12116,23115731096,778560.5331
949,KNKN548,"NEW CINGULAR WIRELESS PCS, LLC",12452,27669639643,799024.9291
950,KNKN549,"NEW CINGULAR WIRELESS PCS, LLC",12531,28443514551,803250.7973
951,KNKN550,"NEW CINGULAR WIRELESS PCS, LLC",12226,6734974739,321017.5316
952,KNKN551,CELLCO PARTNERSHIP,11776,15674331578,506729.1126
953,KNKN552,"UNITED STATES CELLULAR OPERATING COMPANY OF CENTRAL ILLINOIS, LLC",13262,34067714339,786357.1037
954,KNKN553,"NEW CINGULAR WIRELESS PCS, LLC",11972,21450890542,681552.3379
955,KNKN554,"NEW CINGULAR WIRELESS PCS, LLC",12521,38582301027,1498411.811
956,KNKN555,"NEW CINGULAR WIRELESS PCS, LLC",12961,21594232477,626932.4138
957,KNKN556,"NEW CINGULAR WIRELESS PCS, LLC",12463,22653205196,634417.2567
958,KNKN557,"SUNCOM WIRELESS LICENSE COMPANY, LLC",12709,16368550451,566035.0619
959,KNKN558,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER NORTH CAROLINA, LLC",12960,19675538238,549213.7697
960,KNKN559,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12609,24427580282,780166.6836
961,KNKN560,VERIZON WIRELESS TENNESSEE PARTNERSHIP,13365,7986130860,351743.6275
962,KNKN561,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",13106,25546119362,746517.6974
963,KNKN562,"NEW CINGULAR WIRELESS PCS, LLC",12231,26206323468,696706.7766
964,KNKN563,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",12419,24598577007,755932.2012
965,KNKN564,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER MISSOURI, LLC",12402,19697176458,571914.8615
966,KNKN565,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER OKLAHOMA, LLC",12736,38104689649,829838.9097
967,KNKN566,"NEW CINGULAR WIRELESS PCS, LLC",12929,28954510242,767803.6793
968,KNKN567,"NEW CINGULAR WIRELESS PCS, LLC",12811,31825768984,1009958.114
969,KNKN568,CELLCO PARTNERSHIP,11777,21739674473,756339.7239
970,KNKN569,"CELLULAR PROPERTIES, INC.",12182,32977630296,1029349.373
971,KNKN570,"NEW CINGULAR WIRELESS PCS, LLC",11774,25710287994,721951.7186
972,KNKN571,"NEW CINGULAR WIRELESS PCS, LLC",13046,20656846893,634323.638
973,KNKN572,"NEW CINGULAR WIRELESS PCS, LLC",12584,42054687978,909867.977
974,KNKN573,"NEW CINGULAR WIRELESS PCS, LLC",13027,32343932403,916105.8999
975,KNKN574,VERIZON WIRELESS TENNESSEE PARTNERSHIP,12764,38967660277,978504.2678
976,KNKN575,MISSOURI RSA 8 LP,12672,19773139880,623709.8599
977,KNKN576,TEXAS RSA 19 LP,12624,64723236299,1459421.491
978,KNKN577,INDIANA RSA 4 LP,11882,14457348449,555112.6231
979,KNKN578,OKLAHOMA INDEPENDENT RSA 7 PARTNERSHIP,11548,31983457549,901019.5233
980,KNKN579,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12138,66373716629,1551568.304
981,KNKN580,NORTHWEST ARKANSAS RSA LP,11660,14499568692,501136.4272
982,KNKN581,ILLINOIS VALLEY CELLULAR RSA 2COMPANYI PARTNERSHIP,11971,16739080094,534839.1765
983,KNKN582,ILLINOIS VALLEY CELLULAR RSA 2COMPANYII PARTNERSHIP,12645,10482102307,430418.2458
984,KNKN583,ILLINOIS VALLEY CELLULAR RSA 2COMPANYI PARTNERSHIP,11543,17414747819,530065.2442
985,KNKN584,"ALLTEL COMMUNICATIONS, LLC",12484,17146661614,502654.9256
986,KNKN585,"ALLTEL COMMUNICATIONS, LLC",13347,39315744349,845258.7549
987,KNKN586,VERIZON WIRELESS (VAW) LLC,11864,33211085653,864708.9118
988,KNKN587,ALLIED WIRELESS COMMUNICATIONS CORPORATION,12511,24266986783,635938.4521
989,KNKN588,"CELLULAR, INC. FINANCIAL CORPORATION",13305,25388500865,626246.7148
990,KNKN589,"NEW CINGULAR WIRELESS PCS, LLC",11662,13199814339,444738.0113
991,KNKN590,"ALLTEL COMMUNICATIONS, LLC",12581,37531065650,896680.8944
992,KNKN591,"ALLTEL COMMUNICATIONS, LLC",11912,40544426425,921433.2725
993,KNKN592,VERIZON WIRELESS (VAW) LLC,11863,37834994117,994075.4496
994,KNKN593,MISSOURI RSA 15 LP,13272,24536818978,785488.9398
995,KNKN594,"NEW CINGULAR WIRELESS PCS, LLC",11973,37197738832,1273781.073
996,KNKN595,CELLCO PARTNERSHIP,13033,25341887474,634617.7722
997,KNKN596,"NEW CINGULAR WIRELESS PCS, LLC",13350,30458403653,765499.4329
998,KNKN597,"ALLTEL COMMUNICATIONS WIRELESS, INC.",11531,24612007463,759184.6443
999,KNKN598,NEW MEXICO RSA 4 EAST LP,12408,1.2965E+11,1528870.74
1000,KNKN599,IDAHO RSA 2 LP,13309,34342599129,818503.5247
1001,KNKN600,"NEW CINGULAR WIRELESS PCS, LLC",12664,8124413969,332660.0685
1002,KNKN601,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER NORTH CAROLINA, LLC",12995,11292080126,439144.4937
1003,KNKN602,"ALLTEL COMMUNICATIONS, LLC",11816,15645365779,509628.7838
1004,KNKN603,CHICAGO SMSA LP,11528,5072420775,261066.8895
1005,KNKN604,INDIANA RSA 1 LP,13014,15568359233,523157.3166
1006,KNKN605,"ALLTEL COMMUNICATIONS, LLC",13294,16764536111,607471.2794
1007,KNKN606,"CELLULAR NETWORK PARTNERSHIP, AN OKLAHOMA LP",13361,17567066920,555942.2671
1008,KNKN607,"CELLULAR NETWORK PARTNERSHIP, AN OKLAHOMA LP",11549,33735472449,741549.0958
1009,KNKN608,CINGULAR WIRELESS OF TEXAS RSA 16 LP,12040,50955506168,992186.4488
1010,KNKN609,"ALLTEL COMMUNICATIONS, LLC",12144,25641833383,691134.5276
1011,KNKN610,"PANHANDLE TELECOMMUNICATION SYSTEMS, INC.",13255,23482291469,839176.8212
1012,KNKN611,RSA 7 LP,11917,18681386181,550218.6983
1013,KNKN612,VERIZON WIRELESS (VAW) LLC,11865,28142626229,747536.6378
1014,KNKN613,UNITED STATES CELLULAR OPERATING COMPANY OF MEDFORD,12566,1.0868E+11,1815883.042
1015,KNKN614,LOUISIANA RSA 7 CELLULAR GENERAL PARTNERSHIP,12979,12969821588,572770.9492
1016,KNKN615,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12795,58518823190,1228356.278
1017,KNKN616,PTI PACIFICA INC.,11873,90099953594,1064217.968
1018,KNKN617,"ALLTEL COMMUNICATIONS, LLC",11760,19350426376,738561.5478
1019,KNKN618,"NEW CINGULAR WIRELESS PCS, LLC",12520,38463657104,818064.5256
1020,KNKN619,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12198,20969538263,615699.2443
1021,KNKN620,"NEW CINGULAR WIRELESS PCS, LLC",13026,24826864461,750542.6446
1022,KNKN621,"SOUTHWESTCO WIRELESS, L.P.",12076,14516797456,506958.7381
1023,KNKN622,"NEW CINGULAR WIRELESS PCS, LLC",12656,19180977935,554053.1831
1024,KNKN623,"ALLTEL COMMUNICATIONS OF MISSISSIPPI RSA 2, INC.",12150,24826418304,662134.0536
1025,KNKN624,CELLCO PARTNERSHIP,11951,16345056627,560625.8338
1026,KNKN625,"NEW CINGULAR WIRELESS PCS, LLC",12232,27156352855,656727.7396
1027,KNKN626,CELLCO PARTNERSHIP,12505,27412373140,690586.4287
1028,KNKN627,"ALLTEL COMMUNICATIONS, LLC",12035,27851056097,813601.5006
1029,KNKN628,"NEW CINGULAR WIRELESS PCS, LLC",13001,20193068847,651967.5289
1030,KNKN629,"NEW CINGULAR WIRELESS PCS, LLC",11664,39720360297,942537.32
1031,KNKN630,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER OKLAHOMA, LLC",12024,34586623873,826607.1347
1032,KNKN631,CELLCO PARTNERSHIP,12596,14990605708,482057.64
1033,KNKN632,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER NORTH CAROLINA, LLC",12220,18565705157,581047.8095
1034,KNKN633,"NEW CINGULAR WIRELESS PCS, LLC",12409,51955663008,980174.184
1035,KNKN634,"NEW CINGULAR WIRELESS PCS, LLC",12371,32146682959,935873.6151
1036,KNKN635,"NEW CINGULAR WIRELESS PCS, LLC",13000,36567776402,947250.252
1037,KNKN636,VERIZON WIRELESS PERSONAL COMMUNICATIONS LP,11916,26029786512,656108.0132
1038,KNKN637,"NEW CINGULAR WIRELESS PCS, LLC",13393,18418936637,635850.2505
1039,KNKN638,"RCC MINNESOTA, INC.",12045,24387886744,643000.8788
1040,KNKN640,HARDY CELLULAR TELEPHONE COMPANY,12535,23540777865,827269.3226
1041,KNKN641,"ALLTEL COMMUNICATIONS, LLC",12556,34234227765,1300301.696
1042,KNKN642,MIDWEST WIRELESS IOWA LLC,12211,29911372917,754674.8628
1043,KNKN643,"ALLTEL COMMUNICATIONS, LLC",11755,21954153301,648647.6325
1044,KNKN644,"CELLULAR SOUTH LICENSES, LLC",13102,20273516339,593535.9276
1045,KNKN645,"ALLTEL COMMUNICATIONS, LLC",13128,16866202125,570139.1333
1046,KNKN646,TEXAS RSA 2 LP,11546,49949041267,981279.234
1047,KNKN647,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12044,24005051965,609159.8622
1048,KNKN648,CELLCO PARTNERSHIP,13228,8059483970,368103.7594
1049,KNKN649,RSA 1 LP D/B/A CHAT MOBILITY,11697,25959265145,703899.2364
1050,KNKN650,"ALLTEL COMMUNICATIONS, LLC",12631,35233580879,1214100.099
1051,KNKN651,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12140,48718595599,1171961.677
1052,KNKN652,TEXAS RSA 3 LP,13016,47711619859,934586.5276
1053,KNKN653,"NEW CINGULAR WIRELESS PCS, LLC",13111,25535876876,710364.5577
1054,KNKN654,"UNITED STATES CELLULAR OPERATING COMPANY OF CUMBERLAND, LLC",12469,11287822758,413674.0084
1055,KNKN655,VERIZON WIRELESS TENNESSEE PARTNERSHIP,13271,47101175641,1143498.952
1056,KNKN656,"NEW CINGULAR WIRELESS PCS, LLC",12561,38657648762,935762.9147
1057,KNKN657,"NEW CINGULAR WIRELESS PCS, LLC",13051,50955506168,992186.4488
1058,KNKN658,RURAL CELLULAR CORPORATION,12166,55023413830,1285116.782
1059,KNKN659,"MAINE RSA 1, INC.",12385,36491239550,811179.9904
1060,KNKN660,"NEW CINGULAR WIRELESS PCS, LLC",12187,9606291009,370653.0981
1061,KNKN661,"NEW CINGULAR WIRELESS PCS, LLC",11886,12094409351,412717.1875
1062,KNKN662,"NEW CINGULAR WIRELESS PCS, LLC",13112,18501651273,593577.4644
1063,KNKN663,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER NORTH CAROLINA, LLC",11806,14055943833,459636.1698
1064,KNKN664,CELLCO PARTNERSHIP,13237,21968745829,724939.2364
1065,KNKN665,WWC TEXAS RSA LP,13204,42668056042,976961.1331
1066,KNKN666,"NEW CINGULAR WIRELESS PCS, LLC",13063,26577208031,774460.0968
1067,KNKN667,"MAINE RSA 1, INC.",12593,30004736052,713894.5169
1068,KNKN668,CELLCO PARTNERSHIP,11952,16892934889,563585.0966
1069,KNKN669,"NEW CINGULAR WIRELESS PCS, LLC",12770,18239919197,625105.6107
1070,KNKN670,"UNITED STATES CELLULAR OPERATING COMPANY OF VIRGINIA RSA 3, INC.",13411,29780932122,679109.4412
1071,KNKN671,CELLCO PARTNERSHIP,13415,21791911033,599373.5115
1072,KNKN672,"UNITED STATES CELLULAR OPERATING COMPANY OF OREGON RSA 5, INC.",12553,75344889526,1311852.156
1073,KNKN673,"NEW CINGULAR WIRELESS PCS, LLC",12367,19963412609,559481.614
1074,KNKN674,"NEW CINGULAR WIRELESS PCS, LLC",12639,21268289983,599839.4237
1075,KNKN675,"UNITED STATES CELLULAR OPERATING COMPANY OF VIRGINIA RSA 3, INC.",12122,20653192167,745913.2844
1076,KNKN676,VERIZON WIRELESS OF THE EAST LP,13238,17093879656,524240.1833
1077,KNKN677,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",12502,26269675181,942894.8753
1078,KNKN678,"NEW CINGULAR WIRELESS PCS, LLC",12118,13347947599,495482.3457
1079,KNKN679,"NEW CINGULAR WIRELESS PCS, LLC",12052,26176792710,901935.8741
1080,KNKN680,VERIZON WIRELESS OF THE EAST LP,12537,18550363502,552252.9156
1081,KNKN681,"ALLTEL COMMUNICATIONS, LLC",11994,20753440309,636745.2804
1082,KNKN682,AT&T MOBILITY PUERTO RICO INC.,11765,3501928805,218671.4702
1083,KNKN683,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER NORTH CAROLINA, LLC",12665,15331456772,497068.8868
1084,KNKN684,VERIZON WIRELESS OF THE EAST LP,12506,25885991750,783556.8385
1085,KNKN685,"NEW CINGULAR WIRELESS PCS, LLC",12237,16902970403,556463.7751
1086,KNKN686,"ALLTEL COMMUNICATIONS, LLC",11980,11712266118,415698.4201
1087,KNKN687,"ALLTEL COMMUNICATIONS, LLC",11526,5808192497,279605.436
1088,KNKN688,"ALLTEL COMMUNICATIONS WIRELESS, INC.",11734,21892724277,635571.4562
1089,KNKN689,ALLTEL CENTRAL ARKANSAS CELLULAR LP,11754,29328862707,730548.1363
1090,KNKN690,"ALLTEL COMMUNICATIONS, LLC",12619,20836658361,790726.7617
1091,KNKN691,TEXAS RSA 15B2 LP D/B/A FIVE STAR WIRELESS,11862,17829157245,580249.7856
1092,KNKN692,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12159,21367509427,692727.3364
1093,KNKN693,"CAROLINA WEST WIRELESS, INC.",13371,14618831086,529696.475
1094,KNKN694,MISSOURI RSA 4 LP,11735,19862842186,601200.1316
1095,KNKN695,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER MISSOURI, LLC",12951,19151889233,588521.8885
1096,KNKN696,TEXAS RSA 18 LP,13172,74016776912,1475851.174
1097,KNKN697,"NEW CINGULAR WIRELESS PCS, LLC",12705,24974276535,648943.6147
1098,KNKN698,"ALLTEL COMMUNICATIONS WIRELESS, INC.",13125,40353787451,891847.741
1099,KNKN699,"RCC MINNESOTA, INC.",13390,41346424964,881158.0994
1100,KNKN700,"NEW HAMPSHIRE 1 RURAL CELLULAR, INC.",12471,46277772668,1009407.214
1101,KNKN701,"RCC MINNESOTA, INC.",13187,83099005014,1338607.995
1102,KNKN702,"ALLTEL COMMUNICATIONS, LLC",12785,48470927242,1098171.486
1103,KNKN703,"CELLULAR NETWORK PARTNERSHIP, AN OKLAHOMA LP",12730,33309001694,793210.1458
1104,KNKN704,"ALLTEL COMMUNICATIONS OF PETERSBURG, INC.",13096,12442721154,521441.3048
1105,KNKN705,"NEW CINGULAR WIRELESS PCS, LLC",12093,16477487040,666595.9784
1106,KNKN706,"NEW CINGULAR WIRELESS PCS, LLC",12748,27368783301,913233.4132
1107,KNKN707,VERIZON WIRELESS TENNESSEE PARTNERSHIP,12763,32042200150,774176.9535
1108,KNKN708,"RCC MINNESOTA, INC.",12733,26418942111,719581.5652
1109,KNKN709,VERIZON WIRELESS OF THE EAST LP,13193,25864907754,806212.8665
1110,KNKN711,"NEW CINGULAR WIRELESS PCS, LLC",12221,24625966158,618637.8795
1111,KNKN712,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER OKLAHOMA, LLC",12606,46448867949,897619.9427
1112,KNKN713,"NEW CINGULAR WIRELESS PCS, LLC",13089,28523991630,782331.6799
1113,KNKN714,WWC LICENSE LLC,12801,22011097517,702576.5803
1114,KNKN715,"UNITED STATES CELLULAR OPERATING COMPANY OF VIRGINIA RSA 3, INC.",12078,15085418666,482267.7638
1115,KNKN716,"RCC MINNESOTA, INC.",11908,33581593542,961431.3956
1116,KNKN717,"NEW CINGULAR WIRELESS PCS, LLC",13025,21737796780,720068.6657
1117,KNKN719,"NEW CINGULAR WIRELESS PCS, LLC",12549,25455260160,604728.5949
1118,KNKN720,"NEW CINGULAR WIRELESS PCS, LLC",13018,16025877311,507545.4018
1119,KNKN721,"MAINE RSA 1, INC.",12431,84211727378,1684630.03
